Year,Date,Site,Gear Type,GSI_Avg,Temp_Net,Standard_Error,Stadard_Dev,med_GSI,Type
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,8.567,
,,,,,,,,,
2022,2022-06-16,HI,Lantern_Net,9.28,11.65272669,0.8,3.47,,AQ
2022,2022-06-20,ST,Lantern_Net,10.74,12.70465226,0.61,2.97,,AQ
2022,2022-06-28,HI,Lantern_Net,11.21,12.78997377,0.89,4,,AQ
2022,2022-06-28,NH,Lantern_Net,5.17,12.96517857,0.38,1.69,,AQ
2022,2022-06-28,ST,Lantern_Net,10.27,12.23349306,0.91,4.15,,AQ
2022,2022-07-14,HI,Lantern_Net,16.64,13.27131559,1.2,5.38,,AQ
2022,2022-07-14,HI,Cage,8.31,13.27131559,0.59,2.29,,AQ
2022,2022-07-14,NH,Lantern_Net,7.51,14.81763542,0.87,3.8,,AQ
2022,2022-07-14,NH,Wild_Dive,18.59,14.81763542,1.71,6.64,,wild
2022,2022-07-14,ST,Lantern_Net,16.65,13.25165509,0.82,4.03,,AQ
2022,2022-07-26,HI,Cage,10.2,14.83499691,1.27,4.9,,AQ
2022,2022-07-26,NH,Lantern_Net,9.28,16.15764583,1.27,5.24,,AQ
2022,2022-07-26,NH,Wild_Dive,20.35,16.15764583,1.09,4.77,,wild
2022,2022-07-26,ST,Lantern_Net,16.4,13.91113889,1.28,6.12,,AQ
2022,2022-07-27,HI,Lantern_Net,18.55,14.79775136,1.69,6.96,,AQ
2022,2022-08-02,HI,Lantern_Net,16.64,15.02194834,1.38,6.18,,AQ
2022,2022-08-02,HI,Cage,9.53,15.02194834,0.9,3.49,,AQ
2022,2022-08-02,NH,Lantern_Net,11.29,14.71988172,1.1,4.81,,AQ
2022,2022-08-02,ST,Lantern_Net,18.38,13.93868148,1.04,5.08,,AQ
2022,2022-08-09,HI,Lantern_Net,19.05,15.34002894,1.34,5.98,,AQ
2022,2022-08-09,HI,Cage,12.08,15.34002894,1.06,4.11,,AQ
2022,2022-08-09,NH,Lantern_Net,12.53,15.23022917,1.14,4.96,,AQ
2022,2022-08-09,ST,Lantern_Net,19.88,15.01726042,1.09,5.24,,AQ
2022,2022-08-16,NH,Lantern_Net,13.27,15.25016667,0.71,2.75,,AQ
2022,2022-08-16,NH,Wild_Dive,21.71,15.25016667,1.17,5.09,,wild
2022,2022-08-16,ST,Lantern_Net,23.18,14.94354167,1.13,5.28,,AQ
2022,2022-08-18,HI,Lantern_Net,20.99,14.73845949,1.46,5.83,,AQ
2022,2022-08-18,HI,Cage,14.43,14.73845949,0.89,3.33,,AQ
2022,2022-08-23,NH,Lantern_Net,13.6,15.29636458,1.02,4.32,,AQ
2022,2022-08-23,ST,Lantern_Net,24.87,15.64976601,0.82,4.02,,AQ
2022,2022-08-25,HI,Lantern_Net,20.64,16.07864895,1.56,6.78,,AQ
2022,2022-08-30,HI,Lantern_Net,20.44,16.31672222,1.8,7.19,,AQ
2022,2022-08-30,HI,Cage,18.73,16.31672222,1.82,6.04,,AQ
2022,2022-08-30,NH,Lantern_Net,15.28,15.37751042,1.32,5.74,,AQ
2022,2022-08-30,ST,Lantern_Net,26.54,15.9919456,0.98,4.72,,AQ
2022,2022-09-01,HI,Cage,13.91,15.97922917,1.36,4.07,,AQ
2022,2022-09-01,NH,Wild_Dive,26.24,16.3880625,1,4.49,,wild
2022,2022-09-06,HI,Lantern_Net,25.38,15.75903125,2.36,9.14,,AQ
2022,2022-09-08,NH,Lantern_Net,15.68,15.4808125,1.51,6.59,,AQ
2022,2022-09-08,NH,Wild_Dive,23.8,15.4808125,1.68,6.72,,wild
2022,2022-09-08,ST,Lantern_Net,23.48,16.05425694,1.5,7.33,,AQ
2022,2022-09-12,HI,Lantern_Net,22.01,15.70804167,2.47,7.41,,AQ
2022,2022-09-12,HI,Cage,14.27,15.70804167,2,6.94,,AQ
2022,2022-09-13,NH,Lantern_Net,14.04,15.94138542,1.64,6.34,,AQ
2022,2022-09-13,NH,Wild_Dive,17.5,15.94138542,1.65,6.38,,wild
2022,2022-09-13,ST,Lantern_Net,22.99,16.62551736,1.39,6.52,,AQ
2022,2022-09-21,HI,Lantern_Net,17.89,14.95170833,2.17,6.87,,AQ
2022,2022-09-21,NH,Lantern_Net,13.98,14.67420833,0.93,3.73,,AQ
2022,2022-09-27,NH,Lantern_Net,11.07,14.55701563,1.1,5.17,,AQ
2022,2022-09-27,NH,Wild_Dive,14.52,14.55701563,0.99,3.95,,wild
2022,2022-09-27,ST,Lantern_Net,7.58,15.62045833,0.6,2.68,,AQ
2022,2022-09-29,HI,Lantern_Net,12.3,14.26358333,1.23,5.65,,AQ
2022,2022-09-29,HI,Cage,9.14,14.26358333,1.36,4.51,,AQ
2022,2022-10-02,HI,Lantern_Net,11.26,13.776,1.07,5.03,,AQ
2022,2022-10-02,HI,Cage,8.15,13.776,0.57,1.72,,AQ
2022,2022-10-05,NH,Lantern_Net,10.98,13.991,0.8,3.47,,AQ
2022,2022-10-05,NH,Wild_Dive,13.9,13.991,1.26,5.03,,wild
2022,2022-10-05,ST,Lantern_Net,7.36,15.00391667,0.59,2.59,,AQ
2022,2022-10-12,HI,Lantern_Net,8.67,13.24884722,0.56,2.23,,AQ
2022,2022-10-12,HI,Cage,6.29,13.24884722,0.4,1.14,,AQ
2022,2022-10-12,NH,Lantern_Net,6.54,13.594,0.4,1.78,,AQ
2022,2022-10-12,NH,Wild_Dive,8.87,13.594,0.64,2.55,,wild
2022,2022-10-12,HI,Wild_Dive,8.64,13.24884722,0.67,2.99,,wild
2022,2022-10-19,HI,Lantern_Net,7.8,13.60927083,0.53,2.65,,AQ
2022,2022-10-19,HI,Cage,5.43,13.60927083,0.35,1.05,,AQ
2022,2022-10-20,HI,Wild_Dive,8.58,13.37815278,0.35,1.44,,wild
2022,2022-10-26,HI,Wild_Dive,9.42,13.50006061,0.76,3.21,,wild
2022,2022-10-26,HI,Cage,4.64,13.50006061,0.49,1.63,,AQ
2022,2022-10-26,HI,Lantern_Net,7.4,13.50006061,0.3,1.42,,AQ
